x,u,V,T,Lambda,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
0,0.0188165,-2.21552e-28,294,-0.076951,3.59658e-11,3.56172e-21,3.037e-22,0.196495,0,5.35009e-10,3.72764e-15,7.05015e-13,0,7.96242e-24,1.9758e-22,2.2144e-32,2.60285e-19,0.156371,4.54511e-10,2.04011e-10,0,1.15681e-11,4.16633e-35,1.61756e-27,3.85087e-12,0,2.0071e-11,1.57021e-36,3.24945e-11,2.6642e-30,1.26091e-11,2.65961e-32,5.46424e-12,1.99228e-15,7.77982e-21,5.54512e-31,3.97109e-21,2.10013e-14,1.71411e-36,9.21289e-20,4.88967e-16,7.88334e-17,4.14912e-23,9.15325e-25,2.67066e-14,4.11803e-22,1.52479e-32,1.36747e-17,1.22153e-18,1.16418e-15,4.97929e-25,0.647119,1.55751e-05,2.09807e-21,1.93398e-13,2.51638e-30,6.72958e-14,1
0.00408163,0.0187524,0.0157043,294,-0.076951,1.60686e-10,3.64355e-27,1.35686e-21,0.196495,7.1398e-25,2.39029e-09,1.66542e-14,3.14983e-12,0,4.29165e-32,1.7708e-28,3.19061e-36,1.16289e-18,0.156371,2.03064e-09,9.11471e-10,0,5.16832e-11,1.86141e-34,7.22686e-27,1.72047e-11,0,8.96724e-11,7.01525e-36,1.45177e-10,1.1903e-29,5.63345e-11,1.18825e-31,2.44129e-11,8.901e-15,1.76155e-22,3.96693e-34,4.01198e-21,9.38283e-14,7.65857e-36,4.11609e-19,2.18458e-15,3.52208e-16,4.13676e-23,6.37117e-32,1.19318e-13,1.8181e-21,6.81771e-32,6.10949e-17,5.45748e-18,5.20124e-15,2.22462e-24,0.647119,1.55751e-05,9.37363e-21,8.64053e-13,1.12426e-29,3.00661e-13,1
0.00816327,0.0185601,0.0314086,294,-0.076951,7.1643e-10,2.2936e-32,3.19788e-22,0.196495,1.78683e-25,1.06573e-08,7.42535e-14,1.40438e-11,0,2.29476e-40,3.64832e-32,1.1947e-39,5.40444e-18,0.156371,9.05378e-09,4.06386e-09,1.65254e-31,2.30433e-10,2.03466e-34,1.49701e-25,7.67085e-11,0,3.99811e-10,1.0326e-34,6.47285e-10,2.26194e-28,2.51172e-10,1.24866e-31,1.08847e-10,3.96858e-14,3.95756e-24,1.35147e-33,4.19418e-21,4.18341e-13,4.83345e-41,1.76298e-18,9.74013e-15,1.57035e-15,4.12578e-23,4.39942e-39,5.31991e-13,8.08445e-21,5.47992e-39,2.72397e-16,2.43326e-17,2.31901e-14,3.28944e-24,0.647119,1.55751e-05,4.17932e-20,3.85245e-12,1.17846e-29,1.34052e-12,1
0.0122449,0.0182396,0.0471129,294.001,-0.076951,3.17309e-09,2.36307e-32,6.59403e-23,0.196494,2.88891e-25,4.72015e-08,3.28872e-13,6.22003e-11,0,1.21107e-48,3.31753e-32,5.15863e-40,2.43141e-17,0.156371,4.00995e-08,1.7999e-08,3.31475e-31,1.0206e-09,4.32663e-34,2.98253e-24,3.39745e-10,1.43248e-44,1.77078e-09,2.02014e-33,2.86685e-09,4.4287e-27,1.11245e-09,1.14411e-31,4.82085e-10,1.7577e-13,8.77483e-26,5.9779e-33,4.99963e-21,1.85285e-12,4.96718e-41,7.73508e-18,4.31394e-14,6.95512e-15,4.1212e-23,7.03413e-46,2.3562e-12,3.57848e-20,4.07593e-46,1.20645e-15,1.0777e-16,1.0271e-13,7.99221e-24,0.647119,1.55751e-05,1.85106e-19,1.70626e-11,1.08765e-29,5.93721e-12,1
0.0163265,0.0177911,0.0628174,294.003,-0.076951,1.38876e-08,1.64336e-31,1.31606e-23,0.196494,4.89932e-24,2.06586e-07,1.43938e-12,2.72231e-10,0,4.24014e-53,2.89793e-32,1.27619e-39,1.06755e-16,0.156371,1.75503e-07,7.87759e-08,3.89199e-30,4.46683e-09,1.2122e-32,5.73066e-23,1.48695e-09,1.09577e-42,7.75013e-09,3.91289e-32,1.25473e-08,8.48422e-26,4.86883e-09,1.31414e-31,2.10993e-09,7.69289e-13,1.90932e-27,2.63161e-32,8.51258e-21,8.10932e-12,3.45466e-40,3.37822e-17,1.88807e-13,3.04403e-14,4.14517e-23,2.99681e-44,1.03124e-11,1.56598e-19,9.69596e-53,5.28026e-15,4.71675e-16,4.49529e-13,2.85026e-23,0.647119,1.55751e-05,8.10181e-19,7.46777e-11,1.17106e-29,2.59853e-11,1
0.0204082,0.0172147,0.0785225,294.011,-0.076951,5.97316e-08,3.85331e-30,2.93549e-24,0.196493,9.05281e-23,8.88539e-07,6.19108e-12,1.17088e-09,0,3.87411e-54,2.78042e-32,8.26353e-38,4.59404e-16,0.15637,7.54848e-07,3.3882e-07,8.08734e-29,1.92121e-08,7.81621e-31,1.06053e-21,6.39549e-09,8.71547e-41,3.33338e-08,7.57186e-31,5.39666e-08,1.57101e-24,2.09412e-08,2.62663e-30,9.07496e-09,3.30876e-12,4.05183e-29,1.17228e-31,6.48082e-20,3.48787e-11,8.10349e-39,1.45235e-16,8.12072e-13,1.30926e-13,4.29202e-23,2.3834e-42,4.43541e-11,6.73517e-19,6.15402e-54,2.27108e-14,2.0287e-15,1.93345e-12,1.16261e-22,0.647119,1.55751e-05,3.48524e-18,3.21194e-10,5.38063e-29,1.11764e-10,1
0.0244898,0.0165117,0.0942306,294.047,-0.076951,2.50999e-07,1.42082e-28,6.93373e-24,0.196488,1.59702e-21,3.73374e-06,2.60198e-11,4.92018e-09,3.45176e-41,4.76163e-55,2.76121e-31,6.06583e-36,1.93086e-15,0.156368,3.17196e-06,1.42376e-06,2.23983e-27,8.07315e-08,5.50041e-29,1.8727e-20,2.68746e-08,6.48253e-39,1.40072e-07,1.58205e-29,2.26774e-07,2.78629e-23,8.79971e-08,1.88629e-28,3.8134e-08,1.39038e-11,8.32247e-31,5.6889e-31,3.15719e-19,1.46564e-10,2.99273e-37,6.10335e-16,3.41242e-12,5.50165e-13,4.95109e-23,1.77215e-40,1.86381e-10,2.83018e-18,7.5623e-55,9.54332e-14,8.52485e-15,8.12458e-12,4.82432e-22,0.647119,1.55751e-05,1.46563e-17,1.34969e-09,1.0272e-27,4.69646e-10,0.999999
0.0285714,0.0156864,0.109951,294.193,-0.076951,1.02398e-06,7.32331e-27,8.84284e-23,0.196469,2.64679e-20,1.52322e-05,1.06224e-10,2.00724e-08,7.91521e-41,1.33526e-52,1.43769e-29,4.10212e-34,7.8786e-15,0.156358,1.29404e-05,5.80839e-06,9.16943e-26,3.29354e-07,3.67094e-27,3.11679e-19,1.09638e-07,4.44286e-37,5.71441e-07,4.27875e-28,9.2515e-07,4.72227e-22,3.58994e-07,1.27525e-26,1.55572e-07,5.67221e-11,1.63487e-32,4.9572e-30,1.32998e-18,5.97926e-10,1.55249e-35,2.49181e-15,1.39214e-11,2.24446e-12,1.05238e-22,1.21288e-38,7.60363e-10,1.1546e-17,2.11889e-52,3.8933e-13,3.47781e-14,3.31452e-11,1.96275e-21,0.64712,1.55751e-05,5.99848e-17,5.50622e-09,3.04006e-26,1.91597e-09,0.999997
0.0326531,0.0147543,0.125721,294.757,-0.076951,4.02676e-06,4.07839e-25,1.16374e-21,0.196395,4.027e-19,5.99002e-05,4.18944e-10,7.89333e-08,2.50633e-41,1.43337e-49,7.45881e-28,2.46072e-32,3.09915e-14,0.156321,5.08875e-05,2.28413e-05,4.6208e-24,1.29517e-06,2.18635e-25,4.82168e-18,4.31147e-07,2.80167e-35,2.24717e-06,1.64547e-26,3.63812e-06,7.81205e-21,1.41173e-06,7.65763e-25,6.11782e-07,2.23058e-10,2.99067e-34,1.01005e-28,5.27413e-18,2.35132e-09,8.86394e-34,9.83144e-15,5.47452e-11,8.82627e-12,5.3625e-22,7.60736e-37,2.9901e-09,4.54043e-17,2.31892e-49,1.53103e-12,1.36764e-13,1.30342e-10,7.72141e-21,0.647121,1.55749e-05,2.39109e-16,2.1653e-08,1.30945e-24,7.5345e-09,0.999987
0.0367347,0.0137656,0.14167,296.844,-0.076951,1.5127e-05,2.05886e-23,1.49302e-20,0.19612,5.37065e-18,0.000225022,1.59265e-09,2.96512e-07,3.25913e-43,3.16469e-44,3.62682e-26,1.2455e-30,1.166e-13,0.156186,0.000191165,8.58058e-05,2.20749e-22,4.86545e-06,1.08867e-23,6.82725e-17,1.61965e-06,1.70178e-33,8.44175e-06,7.38433e-25,1.3667e-05,1.35099e-19,5.30333e-06,3.89474e-23,2.29822e-06,8.3794e-10,4.73896e-36,1.61187e-27,1.99159e-17,8.83299e-09,4.90185e-32,3.74365e-14,2.05655e-10,3.31568e-11,2.14107e-21,4.53036e-35,1.12326e-08,1.70566e-16,3.01943e-43,5.75147e-12,5.13767e-13,4.89645e-10,2.91341e-20,0.647125,1.55744e-05,9.48539e-16,8.13419e-08,7.30245e-23,2.83042e-08,0.999953
0.0408163,0.0128684,0.158201,304.062,-0.076951,5.35448e-05,8.5302e-22,1.71534e-19,0.19517,5.72565e-17,0.000796507,5.89925e-09,1.04943e-06,7.37157e-44,2.23521e-43,1.52121e-24,4.90658e-29,4.18792e-13,0.155715,0.000676664,0.000303726,8.24695e-21,1.72222e-05,4.03795e-22,8.76348e-16,5.73307e-06,1.22598e-31,2.98812e-05,3.10942e-23,4.8377e-05,2.54427e-18,1.87722e-05,1.54724e-21,8.13501e-06,2.96605e-09,6.05071e-37,2.57059e-26,7.13858e-17,3.12661e-08,2.75512e-30,1.39613e-13,7.27947e-10,1.17365e-10,7.81009e-21,3.0517e-33,3.97601e-08,6.03753e-16,4.09788e-43,2.03585e-11,1.81858e-12,1.73319e-09,1.04986e-19,0.647139,1.55725e-05,4.09332e-15,2.87926e-07,4.76913e-21,1.00188e-07,0.999832
0.044898,0.0124304,0.176293,326.661,-0.076951,0.000174138,3.04676e-20,1.80419e-18,0.192186,4.5911e-16,0.00259039,2.23004e-08,3.41133e-06,2.50967e-43,3.12921e-40,5.7486e-23,1.57339e-27,1.55577e-12,0.154239,0.00220064,0.000987777,2.19346e-19,5.60099e-05,1.01155e-20,1.08442e-14,1.8645e-05,2.02884e-29,9.71795e-05,1.27988e-21,0.000157331,4.51395e-17,6.10506e-05,4.68053e-20,2.64566e-05,9.64617e-09,4.19999e-35,5.3997e-25,2.40985e-16,1.01683e-07,2.32922e-28,5.42896e-13,2.36729e-09,3.81694e-10,2.71113e-20,4.13899e-31,1.29307e-07,1.9635e-15,4.10848e-40,6.62096e-11,5.91437e-12,5.63667e-09,3.64588e-19,0.647185,1.55666e-05,2.38911e-14,9.36389e-07,3.35211e-19,3.25831e-07,0.999453
0.0469388,0.0126797,0.186628,352.865,-0.076951,0.000314831,3.25263e-19,9.76823e-18,0.188705,1.83826e-15,0.00468328,5.19189e-08,6.16151e-06,0,3.67392e-38,6.34067e-22,1.9199e-26,4.44919e-12,0.152517,0.00397863,0.00178584,1.67853e-18,0.000101263,7.13899e-20,6.10777e-14,3.37091e-05,9.43429e-28,0.000175695,1.55124e-20,0.000284445,2.98449e-16,0.000110376,3.94626e-19,4.7832e-05,1.74397e-08,1.49604e-33,4.13473e-24,4.77555e-16,1.83837e-07,5.82382e-27,1.36572e-12,4.27932e-09,6.9008e-10,6.02779e-20,1.55691e-29,2.3378e-07,3.54909e-15,4.13842e-38,1.19703e-10,1.06928e-11,1.01908e-08,7.69713e-19,0.647237,1.55597e-05,1.10316e-13,1.69294e-06,5.08353e-18,5.89083e-07,0.999012
0.0489796,0.0134993,0.198401,397.777,-0.076951,0.000558431,5.40718e-18,7.56386e-17,0.182678,8.21635e-15,0.00830696,1.2804e-07,1.09104e-05,5.33934e-42,1.05017e-35,1.07259e-20,3.37576e-25,1.59831e-11,0.149535,0.00705708,0.00316763,1.68447e-17,0.000179614,5.66715e-19,3.89708e-13,5.97915e-05,1.05425e-25,0.000311638,3.04985e-19,0.000504534,2.18415e-15,0.000195779,3.92562e-18,8.48419e-05,3.09336e-08,1.61998e-31,5.10944e-23,9.94019e-16,3.26081e-07,3.14603e-25,3.81938e-12,7.58829e-09,1.22403e-09,1.65131e-19,1.25626e-27,4.14667e-07,6.28748e-15,9.11953e-36,2.12323e-10,1.89664e-11,1.80759e-08,1.79237e-18,0.647329,1.55478e-05,6.13929e-13,3.00284e-06,1.14529e-16,1.04489e-06,0.998247
0.05,0.0141965,0.204943,430.044,-0.076951,0.000736466,3.64368e-17,3.1458e-16,0.178273,2.38384e-14,0.0109553,2.15411e-07,1.43648e-05,0,4.58466e-34,6.83314e-20,2.68915e-24,4.11463e-11,0.147356,0.00930697,0.00417751,8.2569e-17,0.000236877,2.25447e-18,1.30418e-12,7.88538e-05,1.95534e-24,0.000410992,2.14542e-18,0.000665387,8.77619e-15,0.000258196,1.737e-17,0.000111891,4.07957e-08,5.61578e-30,2.95287e-22,1.68725e-15,4.3004e-07,4.19554e-24,7.40767e-12,1.00039e-08,1.61426e-09,4.10316e-19,1.88897e-26,5.46868e-07,8.25575e-15,3.32156e-34,2.80014e-10,2.50131e-11,2.38387e-08,3.40244e-18,0.647396,1.55391e-05,2.12176e-12,3.96019e-06,8.69713e-16,1.37801e-06,0.997688
0.0510204,0.0151122,0.211969,470.038,-0.076951,0.000960687,2.8646e-16,1.46517e-15,0.172726,7.21945e-14,0.0142907,3.6641e-07,1.86942e-05,5.07517e-40,2.69243e-32,4.98496e-19,2.47701e-23,1.11722e-10,0.144611,0.0121405,0.00544938,4.85321e-16,0.000308996,1.00312e-17,4.28877e-12,0.000102861,4.1185e-23,0.000536121,1.76493e-17,0.000867967,3.82591e-14,0.000336805,8.13802e-17,0.000145956,5.32162e-08,2.16423e-28,2.08827e-21,3.07809e-15,5.60968e-07,6.67516e-23,1.49069e-11,1.30416e-08,2.10573e-09,1.20919e-18,3.13903e-25,7.13365e-07,1.06417e-14,1.57267e-32,3.65266e-10,3.26285e-11,3.10965e-08,7.28788e-18,0.64748,1.55282e-05,7.29978e-12,5.16589e-06,7.57461e-15,1.79755e-06,0.996985
0.0520408,0.0162438,0.219448,517.969,-0.076951,0.00123488,2.66926e-15,7.7074e-15,0.165942,2.47185e-13,0.0183696,6.29178e-07,2.39479e-05,7.16816e-40,2.16562e-30,4.17413e-18,3.06076e-22,3.39025e-10,0.141255,0.0156057,0.00700473,3.44794e-15,0.000397187,5.90159e-17,1.45732e-11,0.00013222,9.79264e-22,0.00068914,1.69686e-16,0.0011157,2.00672e-13,0.000432936,4.37572e-16,0.000187615,6.8405e-08,8.82194e-27,1.83888e-20,6.40118e-15,7.21079e-07,1.23859e-21,3.162e-11,1.67448e-08,2.70675e-09,4.4319e-18,5.78126e-24,9.16973e-07,1.33387e-14,9.92238e-31,4.6952e-10,4.19412e-11,3.9972e-08,1.91025e-17,0.647583,1.55147e-05,2.63449e-11,6.64032e-06,7.65586e-14,2.31061e-06,0.996124
0.0530612,0.0175796,0.227325,573.708,-0.076951,0.00156155,2.8974e-14,4.55369e-14,0.157859,1.01277e-12,0.0232289,1.09106e-06,3.01285e-05,5.86993e-39,2.31503e-28,3.9647e-17,5.19947e-21,1.18456e-09,0.137256,0.0197338,0.0088577,2.75241e-14,0.000502252,5.02767e-16,5.2545e-11,0.000167195,2.59022e-20,0.000871438,1.85584e-15,0.00141084,1.30034e-12,0.00054746,2.87352e-15,0.000237245,8.65002e-08,3.41369e-25,1.90341e-19,1.62499e-14,9.11826e-07,2.55747e-20,7.1412e-11,2.11262e-08,3.42277e-09,1.93985e-17,1.17527e-22,1.15954e-06,1.71493e-14,8.17755e-29,5.93722e-10,5.3036e-11,5.05458e-08,6.56918e-17,0.647706,1.54988e-05,9.43298e-11,8.39689e-06,8.79967e-13,2.92185e-06,0.995099
0.0540816,0.019103,0.235529,636.882,-0.076951,0.00194211,3.61109e-13,3.21125e-13,0.148444,5.19464e-12,0.0288898,1.91747e-06,3.717e-05,2.76168e-36,3.42298e-26,4.51561e-16,1.19236e-19,4.88147e-09,0.132598,0.0245431,0.0110164,2.36658e-13,0.00062464,5.70254e-15,2.04469e-10,0.000207935,7.59108e-19,0.00108381,2.33107e-14,0.00175466,1.04861e-11,0.000680879,2.46669e-14,0.000295064,1.07581e-07,1.17452e-23,2.23217e-18,5.31445e-14,1.13404e-06,5.69198e-19,1.73398e-10,2.6145e-08,4.25691e-09,9.6802e-17,2.65678e-21,1.44213e-06,2.78046e-14,9.26941e-27,7.38416e-10,6.59611e-11,6.28641e-08,3.0987e-16,0.647849,1.54802e-05,2.87601e-10,1.04432e-05,1.13543e-11,3.63401e-06,0.993904
0.055102,0.0207957,0.243978,706.986,-0.076951,0.00237712,4.94462e-12,2.9652e-12,0.13768,3.36614e-11,0.0353607,3.43951e-06,4.48597e-05,3.3181e-32,7.3172e-24,6.74206e-15,3.69868e-18,2.39261e-08,0.127273,0.0300403,0.0134839,2.26464e-12,0.000764501,7.76721e-14,8.56604e-10,0.000254464,2.41971e-17,0.00132658,3.41143e-13,0.00214769,1.06044e-10,0.00083339,2.95556e-13,0.000361167,1.3168e-07,3.56956e-22,3.04332e-17,2.27776e-13,1.38805e-06,1.29818e-17,4.57491e-10,3.16252e-08,5.21041e-09,5.49871e-16,6.63715e-20,1.76514e-06,6.13153e-14,1.52788e-24,9.03816e-10,8.07358e-11,7.69448e-08,2.03374e-15,0.648012,1.54589e-05,5.81675e-10,1.27822e-05,1.58014e-10,4.4484e-06,0.992539
0.0561224,0.02264,0.252588,783.455,-0.076951,0.00286639,6.76903e-11,3.46407e-11,0.125577,2.65342e-10,0.0426376,6.31659e-06,5.25322e-05,1.29938e-28,1.98748e-21,1.27479e-13,1.4706e-16,1.36648e-07,0.121285,0.0362226,0.0162587,2.53537e-11,0.000921529,1.2354e-12,3.84162e-09,0.000306519,7.98887e-16,0.00159962,5.46661e-12,0.00258969,1.24735e-09,0.00100492,4.83983e-12,0.000435615,1.5881e-07,1.07816e-20,4.96746e-16,1.23806e-12,1.67373e-06,2.76395e-16,1.31617e-09,3.69617e-08,6.28276e-09,3.7263e-15,1.7705e-18,2.12843e-06,1.66916e-13,3.25069e-22,1.08989e-09,9.73561e-11,9.27806e-08,1.75132e-14,0.648196,1.5435e-05,9.50877e-10,1.54124e-05,2.11129e-09,5.3655e-06,0.991003
0.0571429,0.0246184,0.261275,865.667,-0.076951,0.00340914,7.63208e-10,3.91331e-10,0.112165,2.12736e-09,0.0507017,1.13037e-05,5.78653e-05,3.44958e-25,4.34698e-19,2.34761e-12,5.75341e-15,8.05511e-07,0.114648,0.0430753,0.0193339,2.89503e-10,0.00109312,1.97347e-11,1.66292e-08,0.000362301,2.28393e-14,0.00190263,7.92188e-11,0.00307975,1.34312e-08,0.00119524,8.28695e-11,0.000519138,1.89223e-07,4.46664e-19,8.3378e-15,7.2196e-12,1.99049e-06,4.54875e-15,3.97438e-09,4.02633e-08,7.47182e-09,2.95874e-14,4.28883e-17,2.53126e-06,4.56277e-13,5.70608e-20,1.29708e-09,1.15851e-10,1.10339e-07,1.56794e-13,0.6484,1.54085e-05,1.66631e-09,1.83294e-05,1.95059e-08,6.38028e-06,0.989301
0.0581633,0.0267049,0.269957,952.641,-0.076951,0.00400458,4.73496e-09,2.57766e-09,0.097559,1.09778e-08,0.0594931,1.65445e-05,5.37182e-05,1.69986e-22,3.10013e-17,2.55077e-11,1.13613e-13,3.48387e-06,0.107403,0.0505597,0.0226895,2.18225e-09,0.00125912,1.9765e-10,4.50401e-08,0.000411472,3.59198e-13,0.00223678,7.09422e-10,0.00361562,8.68953e-08,0.0014039,8.70873e-10,0.000616892,2.25771e-07,1.55845e-17,8.97811e-14,2.93714e-11,2.33743e-06,3.8886e-14,1.07555e-08,3.7943e-08,8.77364e-09,1.91997e-13,6.08655e-16,2.97251e-06,8.26992e-13,3.37438e-18,1.53345e-09,1.36922e-10,1.29566e-07,8.99015e-13,0.648623,1.53794e-05,2.50669e-09,2.15422e-05,6.46789e-08,7.374e-06,0.987436
0.0591837,0.0288363,0.278565,1042.05,-0.076951,0.00465022,1.55257e-08,8.87697e-09,0.0821107,3.24556e-08,0.0688065,1.96927e-05,3.33178e-05,1.27537e-20,6.13097e-16,1.44792e-10,9.10709e-13,9.45176e-06,0.0996984,0.0585572,0.0262669,9.59197e-09,0.00134372,1.03271e-09,6.88225e-08,0.000424591,2.77219e-12,0.00261159,3.79471e-09,0.00418959,3.03207e-07,0.00162073,4.95255e-09,0.000736986,2.80848e-07,2.07316e-16,4.85633e-13,7.35018e-11,2.71352e-06,1.66452e-13,2.15427e-08,3.01286e-08,1.01776e-08,7.51286e-13,4.53527e-15,3.45111e-06,9.52404e-13,5.73525e-17,1.84351e-09,1.64269e-10,1.50377e-07,2.84341e-12,0.648865,1.53479e-05,2.84688e-09,2.49714e-05,8.40831e-08,7.84035e-06,0.985413
0.0602041,0.0308918,0.287047,1129.51,-0.076951,0.00533473,3.5862e-08,2.04571e-08,0.0665465,6.46756e-08,0.0781801,1.97557e-05,1.28286e-05,3.29739e-19,5.68664e-15,5.45258e-10,4.09093e-12,1.87794e-05,0.0918637,0.0667796,0.0299256,2.67647e-08,0.00125442,3.30214e-09,7.41187e-08,0.000376373,1.25164e-11,0.00305231,1.51406e-08,0.00477683,6.57222e-07,0.00179822,1.91045e-08,0.000875918,3.69333e-07,1.3473e-15,1.57533e-12,1.35738e-10,3.11757e-06,4.7628e-13,3.38204e-08,2.05654e-08,1.16323e-08,1.98112e-12,2.11715e-14,3.96646e-06,9.36737e-13,4.70093e-16,2.32329e-09,2.02142e-10,1.72487e-07,6.12268e-12,0.649125,1.53141e-05,2.90227e-09,2.75515e-05,8.33509e-08,7.55344e-06,0.983239
0.0612245,0.0327145,0.295379,1209.48,-0.076951,0.00603403,7.00139e-08,3.71233e-08,0.051842,1.02681e-07,0.0869913,1.62708e-05,4.36047e-06,5.06185e-18,3.54826e-14,1.62981e-09,1.37054e-11,3.15786e-05,0.0843433,0.0747588,0.0334376,5.09991e-08,0.000991221,7.22988e-09,6.39579e-08,0.000277752,4.01278e-11,0.00360423,4.9998e-08,0.00532137,1.01037e-06,0.00186611,5.82095e-08,0.00101716,4.88007e-07,5.90051e-15,3.67231e-12,2.21391e-10,3.5487e-06,1.09578e-12,4.5884e-08,1.17844e-08,1.29489e-08,4.03067e-12,7.35412e-14,4.5198e-06,9.48647e-13,2.61278e-15,3.08178e-09,2.46701e-10,1.95127e-07,1.06071e-11,0.649404,1.52778e-05,3.011e-09,2.69047e-05,8.466e-08,6.77822e-06,0.980913
0.0622449,0.0341615,0.303563,1277,-0.076951,0.00671234,1.19681e-07,5.44564e-08,0.038929,1.41854e-07,0.0946626,1.11883e-05,1.62108e-06,5.12382e-17,1.60271e-13,4.02804e-09,3.70197e-11,4.65824e-05,0.077566,0.0819385,0.036574,6.92292e-08,0.000670471,1.10123e-08,4.62242e-08,0.000170895,1.01898e-10,0.00433146,1.31976e-07,0.00572623,1.24054e-06,0.00177795,1.41462e-07,0.00112503,6.23383e-07,1.93697e-14,6.61485e-12,3.38186e-10,4.0069e-06,2.11068e-12,5.65987e-08,5.82765e-09,1.37387e-08,6.61838e-12,2.00675e-13,5.11589e-06,1.01639e-12,1.04384e-14,4.16981e-09,2.89521e-10,2.16886e-07,1.53619e-11,0.649701,1.52391e-05,3.07037e-09,2.19415e-05,8.65044e-08,5.78298e-06,0.978428
